Round_Won,TeamRatioUltimatesAll20,EnemyRatioUltimatesAll20,TeamRatioREX50,EnemyRatioREX50,NetHealthShards,NetEnergyShards,NetOrbs,First_Orb,Ultimates,Num_R,Num_EX1,Num_EX2,Control_Received,Control,Protection_Received,Protection,Damage_Received,Damage,Ping,ScorePerSecond
1,0,0,1,1,2.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,62.0,54.0,71.53998,97.17,117.75,388.5,10.0,4.951100917431194
1,0,0,0,0,3.0,0.0,2.0,1.0,0.0,2.0,9.0,4.0,16.0,44.0,42.0,169.8,56.0,555.0,35.0,9.152380952380952
0,0,1,1,0,-2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,60.0,11.0,115.0,100.0,339.5042,144.0,55.0,5.666666666666667
1,1,1,1,1,8.0,-2.0,3.0,1.0,1.0,0.0,0.0,0.0,69.0,105.0,330.68665,38.0,456.75946,494.0,65.0,6.125
1,0,0,1,1,4.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,23.0,40.0,192.46686,91.5,281.0,429.0,20.0,7.094936708860759
1,0,0,0,1,2.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,27.0,80.0,61.5,24.0,80.666664,438.98187,20.0,7.239758266666669
1,0,1,0,1,-6.0,-3.0,2.0,1.0,0.0,2.0,2.0,0.0,65.0,74.0,344.4,516.35,407.69885,432.40002000000004,60.0,16.766393770491803
1,0,0,0,1,6.0,-1.0,0.0,0.0,0.0,3.0,2.0,1.0,93.0,93.0,389.2,311.90002000000004,545.9292,480.0,20.0,10.410588470588234
0,0,0,1,1,6.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,77.0,32.0,277.5,187.0,528.0,546.0,95.0,7.574257425742574
0,0,0,1,0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,8.0,26.400002,4.8,261.6,130.0,65.0,4.4625
0,0,1,1,1,6.0,2.0,-1.0,0.0,0.0,2.0,1.0,0.0,47.0,28.0,92.0,72.0,337.0,230.0,15.0,5.5
1,0,0,1,1,8.0,-3.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,38.0,71.01437,304.8,116.0,226.0,95.0,4.989473684210526
1,0,1,0,1,-4.0,-1.0,1.0,0.0,0.0,6.0,1.0,6.0,37.0,105.0,176.0,32.8,386.6,609.49945,20.0,8.492039204545454
0,1,1,0,0,-4.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,101.0,91.0,358.5,173.0,789.0,456.0,70.0,8.275862068965518
0,0,0,0,1,2.0,-2.0,-1.0,0.0,1.0,0.0,0.0,0.0,28.0,35.0,58.2,60.0,352.32,361.0,120.0,8.76923076923077
1,0,1,0,1,-2.0,-2.0,2.0,1.0,0.0,1.0,7.0,9.0,65.0,39.0,367.2,236.0,464.3,708.0,20.0,6.467105263157895
0,1,1,0,1,4.0,-1.0,-1.0,0.0,3.0,3.0,2.0,1.0,82.0,84.0,150.0,24.0,388.0,856.32605,30.0,7.475395736434109
1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,29.0,16.0,174.0,16.0,115.0,80.0,4.96875
0,1,0,1,1,-1.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,115.0,28.0,299.2,756.2,497.7,185.0,110.0,9.889795918367348
1,0,1,1,1,6.0,2.0,-2.0,0.0,0.0,2.0,0.0,0.0,109.0,37.0,189.7,116.8,545.0,369.0,40.0,6.1505882352941175
0,0,0,1,0,1.0,-1.0,-1.0,0.0,0.0,2.0,0.0,0.0,60.0,36.0,73.21003,96.0,294.47592000000003,60.0,35.0,6.857142857142857
1,0,0,0,1,-4.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,34.0,109.0,105.5,192.3,126.0,460.1,20.0,11.364179104477614
0,0,0,0,1,-4.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,49.0,39.0,24.0,24.0,248.81816,271.7729,35.0,7.277671739130435
0,0,0,1,1,0.0,2.0,-2.0,0.0,0.0,2.0,2.0,1.0,34.0,82.0,32.0,0.0,254.0,371.95,85.0,10.317045454545454
0,0,1,0,0,0.0,-2.0,-2.0,0.0,0.0,1.0,0.0,1.0,32.0,17.0,12.0,0.0,234.0,110.0,100.0,4.096774193548387
1,0,0,1,1,6.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,57.0,129.0,165.27998,134.75998,212.0,588.0,10.0,10.020705647058824
1,0,0,0,0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,47.0,53.0,201.2,69.89999399999999,246.9,507.0,10.0,6.6305262526315785
0,1,1,1,0,8.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,38.0,44.0,15.0,14.0,252.0,196.0,50.0,3.791044776119403
1,1,0,0,0,4.0,-3.0,0.0,0.0,0.0,0.0,5.0,2.0,59.0,53.0,139.1,215.4,270.23334,488.59,40.0,7.4214705882352945
1,0,1,0,0,4.0,-2.0,-2.0,0.0,0.0,2.0,0.0,2.0,87.0,34.0,210.1,170.8,666.5,401.8,60.0,7.136470588235294
1,1,0,0,1,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,24.0,85.0,171.0,290.0,239.0,443.21344000000005,20.0,6.993277264957265
1,1,0,1,1,-4.0,2.0,-2.0,0.0,0.0,2.0,0.0,0.0,60.0,62.0,132.0,207.0,346.0,182.0,100.0,5.244186046511628
1,1,0,1,1,-2.0,-2.0,2.0,1.0,0.0,0.0,0.0,0.0,64.0,99.0,181.875,108.75,271.0,599.52576,45.0,13.68264
1,0,0,0,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,11.0,36.0,24.300003,141.35,48.0,301.0,90.0,5.088829787234043
0,0,0,0,0,5.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,66.0,42.0,242.5,198.0,496.0,408.0,30.0,10.125
1,0,0,0,0,-4.0,-1.0,-1.0,0.0,0.0,3.0,2.0,1.0,64.0,73.0,266.30002,382.025,469.0,241.95001000000002,70.0,9.051623506493506
0,0,0,1,0,-2.0,-2.0,-4.0,0.0,2.0,1.0,0.0,0.0,124.0,181.0,351.0,80.0,647.6,809.0,65.0,8.916666666666666
1,1,0,1,0,3.0,-1.0,-1.0,0.0,1.0,1.0,0.0,0.0,9.0,82.0,44.399994,32.0,71.4,230.0,65.0,4.526315789473684
0,0,0,0,1,1.0,4.0,-2.0,0.0,0.0,1.0,0.0,0.0,96.0,10.0,191.83441000000002,279.43442000000005,489.26665999999994,323.40164,5.0,9.012295
1,0,1,1,1,-2.0,-1.0,2.0,1.0,0.0,5.0,0.0,0.0,33.0,131.0,281.0,289.675,290.0,498.40002000000004,130.0,9.378316530612244
1,0,0,1,1,0.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,93.0,111.0,219.12305,172.54998999999998,314.14325,628.1,10.0,11.395624875
1,1,1,1,1,-4.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,260.0,0.0,35.0,0.0
0,0,1,0,1,-2.0,-1.0,-2.0,0.0,0.0,2.0,4.0,0.0,67.0,70.0,92.0,50.0,315.0,416.0,55.0,7.052631578947368
1,1,1,1,1,-4.0,4.0,0.0,0.0,3.0,3.0,1.0,0.0,94.0,10.0,211.5,93.5025,332.15,382.202,30.0,5.279396739130434
0,1,0,1,0,-4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,120.0,76.0,141.0,48.0,466.0,599.0,25.0,14.176470588235293
0,1,0,1,0,6.0,-4.0,3.0,0.0,2.0,1.0,1.0,2.0,133.0,147.0,346.86,180.0,726.19495,791.0,15.0,8.6
1,1,0,1,1,4.0,5.0,1.0,0.0,4.0,2.0,0.0,0.0,101.0,170.0,302.21005,183.37601999999998,363.0,1027.2,10.0,13.40365067961165
1,0,1,0,1,-4.0,2.0,2.0,1.0,0.0,3.0,4.0,6.0,122.0,88.0,286.0,469.95004000000006,667.2665400000001,475.125,95.0,13.960473513513513
1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,79.0,257.0,467.4,324.0,265.0,80.0,6.761666666666667
1,1,0,1,1,0.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,86.0,71.0,191.95,89.935524,459.8252,493.98233,30.0,4.0932365875
1,1,0,1,1,3.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,21.0,26.0,145.0,51.0,266.3614,187.0,30.0,2.4444444444444446
0,0,1,0,1,-5.0,-2.0,-1.0,1.0,1.0,4.0,0.0,2.0,118.0,107.0,385.5,589.0,627.0,346.0,110.0,10.525252525252526
0,0,1,1,1,2.0,0.0,-1.0,0.0,0.0,2.0,2.0,1.0,24.0,124.0,101.2,38.4,331.8,323.0,65.0,9.708
0,0,0,1,0,-2.0,2.0,-1.0,0.0,1.0,2.0,0.0,0.0,33.0,11.0,13.0,25.0,238.0,88.0,15.0,3.263157894736842
0,0,1,1,1,2.0,6.0,0.0,0.0,0.0,6.0,3.0,0.0,103.0,20.0,235.0,351.5,540.30005,184.0,60.0,5.446078431372549
0,0,0,1,1,-2.0,5.0,-2.0,0.0,1.0,0.0,0.0,0.0,60.0,49.0,0.0,68.0,308.33026,438.0,20.0,9.910714285714286
0,0,0,1,0,0.0,2.0,2.0,1.0,0.0,6.0,0.0,0.0,90.0,40.0,76.0,96.0,394.4677,469.0,10.0,7.756410256410256
0,1,1,1,1,2.0,-2.0,1.0,1.0,1.0,0.0,0.0,0.0,54.0,38.0,42.0,12.0,277.0,404.0,40.0,6.676470588235294
1,0,1,1,1,2.0,1.0,2.0,1.0,2.0,5.0,0.0,0.0,49.0,48.0,57.0,318.5,135.4,363.4001,30.0,7.933696739130437
1,0,0,0,1,-2.0,-1.0,3.0,1.0,0.0,2.0,1.0,0.0,72.0,28.0,222.60003999999998,519.0,257.0,326.0,60.0,10.9125
1,1,0,0,0,0.0,-2.0,3.0,1.0,0.0,0.0,1.0,1.0,76.0,102.0,363.935,74.42000999999999,526.0,788.95,35.0,8.468157982456141
1,0,1,0,0,2.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,72.0,63.0,448.34997999999996,823.1948,698.4501,511.30002,20.0,15.527720222222221
1,0,0,1,1,4.0,-4.0,1.0,1.0,0.0,7.0,8.0,3.0,31.0,94.0,109.0,0.0,296.2,449.0,80.0,3.9926470588235294
1,0,1,1,1,0.0,-1.0,1.0,0.0,0.0,4.0,2.0,0.0,59.0,51.0,154.5,93.5,320.5,456.0,100.0,7.901315789473684
1,0,1,0,0,4.0,0.0,2.0,1.0,1.0,4.0,3.0,1.0,26.0,65.0,84.0,33.5,130.0,349.0,40.0,4.221698113207547
0,0,0,1,0,-3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,30.0,95.2,33.0,327.66666000000004,219.0,15.0,4.147058823529412
0,1,1,0,1,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,71.0,40.0,41.0,0.0,295.0,418.27884,50.0,6.192957297297298
1,1,1,1,1,3.0,-4.0,1.0,0.0,2.0,1.0,0.0,0.0,20.0,56.0,121.70001,292.06,159.0,303.15002000000004,60.0,7.485172643678161
0,1,1,1,1,2.0,0.0,-1.0,0.0,1.0,2.0,0.0,0.0,64.0,63.0,110.99999,133.0,356.0,392.5,15.0,8.916666666666666
1,1,1,1,1,0.0,-2.0,0.0,0.0,0.0,4.0,2.0,1.0,57.0,39.0,68.0,223.34999,118.0,401.53574,75.0,7.216149239130434
0,0,0,1,0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,55.0,19.0,15.0,61.0,262.0,175.71822,55.0,4.917658076923077
0,1,1,1,1,-1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,68.0,75.0,52.0,0.0,310.12,566.0,80.0,8.902777777777779
0,1,0,1,1,-2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,40.0,45.0,189.0,301.29996,402.0,191.0,70.0,8.666128387096773
1,1,1,1,1,4.0,0.0,-1.0,0.0,0.0,3.0,1.0,0.0,28.0,30.0,36.0,24.0,144.0,206.0,80.0,2.5742574257425743
0,0,0,0,0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,60.0,57.0,337.75,196.5,623.80005,456.0,20.0,13.38679245283019
1,0,0,1,0,-2.0,-4.0,0.0,0.0,0.0,1.0,1.0,0.0,87.0,84.0,265.0,192.0,341.0,653.0,35.0,9.479591836734693
1,1,1,1,1,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,71.0,47.0,59.0,35.0,158.0,423.0,55.0,8.015873015873016
1,0,1,0,0,-4.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,24.0,55.0,69.0,53.1,110.0,378.8,40.0,4.0239669421487605
0,1,1,0,1,6.0,-2.0,2.0,0.0,3.0,2.0,0.0,0.0,196.0,83.0,325.5,130.2,733.11487,972.0,45.0,6.850867052023122
1,0,1,1,1,0.0,-1.0,-2.0,0.0,1.0,1.0,0.0,0.0,41.0,35.0,321.1663,447.66425,456.66427999999996,192.38672,30.0,8.766895714285715
1,0,0,0,1,-2.0,-1.0,0.0,0.0,0.0,2.0,2.0,0.0,12.0,51.0,61.39999399999999,208.59999,96.0,278.3,20.0,6.40357130952381
0,0,0,1,0,-7.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,92.0,47.0,210.0,143.0,658.0581,371.3,60.0,8.909523809523808
1,1,1,0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,90.0,60.0,232.66,0.0,336.1,390.5,20.0,4.331730769230769
0,0,1,1,1,-2.0,-1.0,0.0,0.0,1.0,2.0,0.0,0.0,28.0,31.0,13.0,29.0,238.0,228.06915,110.0,6.547026136363638
1,1,1,1,1,2.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,67.0,92.0,203.5,185.0,294.0,613.0,45.0,8.98989898989899
0,0,0,0,1,-2.0,-2.0,2.0,1.0,0.0,1.0,0.0,0.0,86.0,38.0,188.48996,106.39996000000001,448.76694000000003,346.0,20.0,7.662499375
1,1,0,1,1,0.0,-4.0,2.0,1.0,1.0,2.0,0.0,2.0,34.0,57.0,37.0,18.0,69.0,380.36737,65.0,5.913861948051948
0,0,0,1,0,-5.0,1.0,-2.0,0.0,1.0,1.0,0.0,0.0,58.0,57.0,74.0,48.0,342.5,632.0,35.0,9.95945945945946
0,1,1,1,1,2.0,1.0,-2.0,1.0,0.0,4.0,0.0,0.0,119.0,133.0,439.9,273.0,706.1653,518.0,140.0,7.830508474576271
1,1,0,1,1,2.0,-2.0,2.0,1.0,0.0,3.0,0.0,1.0,40.0,79.0,92.0,32.0,95.0,563.1175,80.0,4.213234375
0,0,0,0,1,-2.0,-1.0,-1.0,0.0,0.0,1.0,2.0,2.0,59.0,23.0,40.0,168.0,233.4,126.0,30.0,7.925
1,0,0,0,1,7.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,23.0,105.0,133.15833,150.16675,467.4762,509.0,70.0,6.703217105263158
1,0,0,1,0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,23.0,71.0,152.0,0.0,274.0,358.0,65.0,4.46875
1,0,0,0,0,-5.0,4.0,1.0,0.0,1.0,5.0,5.0,0.0,110.0,61.0,250.4,345.17157000000003,602.7201,1249.0,40.0,18.390795222222224
0,1,0,1,1,1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,32.0,243.0,273.0,60.0,5.4035087719298245
0,1,1,1,0,1.0,-4.0,0.0,1.0,0.0,2.0,0.0,0.0,57.0,7.0,64.0,44.0,281.0,174.0,60.0,4.166666666666667
0,0,1,1,1,-3.0,-4.0,0.0,1.0,0.0,1.0,0.0,0.0,91.0,51.0,230.0,542.08636,470.10895,307.6,120.0,12.866947999999999
0,0,0,1,1,-8.0,-3.0,-2.0,0.0,0.0,4.0,0.0,0.0,46.0,35.0,0.0,0.0,218.0,296.0,65.0,4.867647058823529
1,0,1,1,1,-4.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,15.0,97.8,16.8,331.2,130.0,60.0,4.4944444444444445
0,1,1,1,1,6.0,-4.0,-1.0,0.0,0.0,1.0,0.0,0.0,37.0,23.0,126.0,47.300003000000004,335.0,124.0,30.0,3.0841270317460316
1,0,0,1,1,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,49.0,14.0,88.0,65.0,333.0,147.0,30.0,7.0625
1,0,0,0,0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,45.0,72.0,15.0,117.0,416.11752,25.0,4.491674716981132
1,1,0,1,1,12.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,120.0,102.0,372.78,317.49997,635.0,701.99994,10.0,18.38524442622951
1,0,0,0,1,4.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,36.0,33.0,86.85000600000001,75.75001,160.5,225.5,80.0,4.285256538461539
1,0,0,0,0,0.0,4.0,2.0,1.0,1.0,2.0,6.0,3.0,57.0,39.0,186.9,267.09997999999996,335.0,562.0,35.0,10.459035903614458
1,1,1,1,1,-4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,25.0,87.0,164.20001000000002,40.0,427.0,531.0,35.0,5.483333333333333
1,0,0,0,1,2.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,17.0,10.0,0.0,10.0,165.13618,45.0,3.6427236
1,0,0,0,0,4.0,-4.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,23.0,52.0,306.5,52.0,175.0,40.0,7.311594202898551
0,0,1,1,1,-4.0,-4.0,-1.0,0.0,0.0,0.0,0.0,0.0,44.0,51.0,68.0,54.0,329.0,350.0,95.0,8.584905660377359
1,1,1,1,1,8.0,-3.0,1.0,1.0,2.0,3.0,1.0,0.0,76.0,124.0,344.35,188.85,539.4,667.1,15.0,12.249375
1,0,0,0,0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,70.0,102.0,195.36668,439.33334,325.88992,426.5,15.0,18.97712431372549
1,0,0,0,0,-4.0,-9.0,-1.0,0.0,0.0,1.0,3.0,3.0,27.0,35.0,233.0,792.9,398.59997999999996,236.2,95.0,10.535643564356434
1,1,1,1,1,4.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,16.0,84.0,57.0,31.0,232.80002000000002,329.71295,45.0,5.629277848101266
1,0,0,1,1,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,103.0,71.0,234.80022000000002,164.5,273.85706,611.0,25.0,6.938524590163935
1,0,0,1,0,4.0,2.0,3.0,1.0,0.0,4.0,2.0,4.0,165.0,131.0,219.5,179.75,446.91528,565.0,50.0,12.163194444444445
1,1,1,0,1,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,47.0,151.50002,0.0,168.4,620.0,60.0,7.021052631578947
0,0,0,0,1,0.0,2.0,-2.0,0.0,1.0,2.0,0.0,2.0,28.0,99.0,0.0,0.0,219.0,285.0,50.0,7.111111111111111
1,0,0,1,0,-7.0,1.0,-2.0,0.0,0.0,2.0,0.0,1.0,41.0,87.0,276.94998,848.94995,415.5,270.0,45.0,14.706706707317073
0,0,0,0,0,2.0,-2.0,-1.0,0.0,1.0,3.0,0.0,0.0,50.0,6.0,92.39999,72.98080999999999,470.61526,215.0,60.0,13.999086190476191
0,1,0,1,1,-2.0,-3.0,-1.0,0.0,3.0,1.0,0.0,0.0,62.0,35.0,120.5,177.5,378.0,318.65,35.0,8.17153846153846
1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,28.0,7.2,153.12573,202.0,70.0,2.3352941176470585
0,1,0,1,0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,83.0,63.0,264.5,146.0,496.91034,300.0,30.0,9.60377358490566
1,1,0,1,0,-4.0,-4.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,53.0,134.0,134.0,249.0,502.0,45.0,6.151785714285714
1,1,0,1,1,4.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,31.0,47.0,122.0,248.0,272.0,160.5,30.0,5.117977528089888
0,0,0,0,0,-2.0,2.0,-3.0,0.0,1.0,1.0,4.0,0.0,71.0,28.0,194.7,140.7,514.3,294.0,60.0,5.712345679012346
1,0,0,0,1,4.0,2.0,0.0,0.0,0.0,1.0,10.0,4.0,48.0,73.0,88.0,79.0,88.0,419.0,50.0,5.71
1,0,0,1,0,7.0,4.0,0.0,0.0,0.0,4.0,2.0,2.0,90.0,90.0,15.0,128.0,347.0,624.8831,65.0,8.600847959183673
1,0,1,1,1,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,61.0,60.0,8.0,74.5,303.55,332.0,70.0,4.128318584070796
1,0,1,1,1,0.0,3.0,-1.0,0.0,0.0,1.0,1.0,1.0,20.0,137.0,30.0,24.0,86.0,346.0,70.0,5.827586206896552
1,1,0,1,1,-3.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,9.0,113.0,28.440002000000003,1.0,43.44,583.0,50.0,8.104651162790697
0,0,0,1,1,-2.0,-3.0,0.0,1.0,0.0,3.0,1.0,2.0,35.0,46.0,61.6,137.5,401.65,349.80002,115.0,10.6660004
0,1,0,0,0,1.0,3.0,-2.0,0.0,1.0,2.0,0.0,0.0,151.0,109.0,469.25,379.98776000000004,1037.0796,967.0,35.0,
1,0,1,1,1,2.0,6.0,-1.0,1.0,0.0,1.0,0.0,0.0,40.0,33.0,63.0,50.0,299.2,394.0,30.0,4.676470588235294
0,1,0,1,1,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,38.0,43.0,0.0,0.0,210.95,312.5728,55.0,6.837938461538461
0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,51.0,205.6,0.0,464.35927999999996,179.0,50.0,
1,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,58.0,78.0,168.5,33.0,534.0,808.0,55.0,
0,0,0,1,0,0.0,0.0,-3.0,0.0,0.0,1.0,0.0,0.0,81.0,50.0,137.5,185.25,526.0,300.31113,35.0,
0,1,0,1,0,2.0,-2.0,-2.0,0.0,0.0,2.0,0.0,0.0,27.0,16.0,78.0,246.32003999999998,275.0,70.0,15.0,7.728373023255814
0,0,1,1,1,2.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,77.0,9.0,71.01625,71.01625,289.5,263.96533,50.0,7.477860434782609
0,1,0,1,1,0.0,-4.0,2.0,1.0,2.0,1.0,0.0,0.0,59.0,107.0,104.0,38.0,319.0,408.0,80.0,9.53448275862069
1,0,1,0,1,-2.0,-2.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,34.0,47.0,64.2,81.5,366.30798,25.0,4.889557684210526
1,0,0,1,1,4.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,68.0,116.0,114.0,120.0,271.0,442.0,25.0,7.369565217391305
0,1,0,1,0,0.0,6.0,-1.0,1.0,2.0,2.0,2.0,0.0,79.0,134.0,82.0,382.90002000000004,603.4173599999999,634.0,20.0,11.988541874999997
0,1,1,1,1,-6.0,-5.0,-1.0,0.0,1.0,1.0,0.0,0.0,42.0,133.0,105.0,14.0,322.95,330.0,75.0,4.297297297297297
0,0,0,0,1,-15.0,-2.0,-2.0,1.0,0.0,5.0,3.0,0.0,285.0,252.0,283.0,267.1391,742.25323,1276.3589,65.0,11.812486842105262
1,0,0,0,0,0.0,-2.0,1.0,1.0,2.0,1.0,6.0,4.0,69.0,80.0,209.0,61.441376,436.82947,593.3627,30.0,9.301317417721519
1,0,0,0,0,-2.0,-7.0,3.0,0.0,0.0,1.0,5.0,0.0,168.0,124.0,633.0,317.4,839.0,1155.0,80.0,21.868493150684934
0,0,1,0,0,-3.0,-2.0,-2.0,0.0,2.0,0.0,0.0,0.0,58.0,0.0,112.93001000000001,146.716,475.70764,186.20001000000002,50.0,5.4576395081967215
1,0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,16.0,32.0,94.7,32.0,266.5,20.0,5.803076923076923
0,1,0,1,0,3.0,5.0,-1.0,1.0,3.0,0.0,0.0,0.0,143.0,193.0,320.79596000000004,564.8966,537.8731700000001,560.80005,10.0,10.80898893442623
1,1,0,0,1,4.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,58.0,81.0,120.0,104.0,356.0,387.3,60.0,7.432467532467532
0,0,0,0,0,-8.0,-4.0,0.0,1.0,1.0,1.0,0.0,0.0,166.0,63.0,228.80002000000002,75.5,650.08,445.0,50.0,7.386075949367089
0,0,1,1,1,-4.0,-2.0,-1.0,0.0,0.0,2.0,0.0,0.0,50.0,49.0,57.1,99.549995,305.2,152.0,35.0,6.678888777777778
0,0,0,1,1,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,46.0,157.1868,248.05647000000002,130.0,30.0,8.446670588235294
1,0,0,0,1,0.0,-2.0,3.0,1.0,1.0,2.0,0.0,0.0,47.0,60.0,143.0,106.0,426.12207,609.0,30.0,8.072916666666666
0,0,0,1,1,2.0,-4.0,-2.0,0.0,0.0,3.0,0.0,0.0,74.0,81.0,101.55,60.3,437.90106,278.0,30.0,7.764814814814815
0,0,0,1,0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,2.0,95.0,73.0,160.0,482.0,388.0,120.0,45.0,10.887096774193548
0,1,0,1,0,-6.0,2.0,-2.0,0.0,1.0,1.0,0.0,0.0,120.0,78.0,130.8,180.0,467.2,354.0,40.0,8.052631578947368
1,1,1,1,1,-10.0,0.0,-2.0,0.0,0.0,3.0,0.0,0.0,99.0,79.0,310.9,765.75,417.90002000000004,300.0,10.0,13.467647058823529
1,0,1,1,1,-2.0,-1.0,3.0,1.0,0.0,5.0,5.0,0.0,101.0,94.0,334.8,191.9,546.4,662.6667,20.0,16.938691071428572
0,0,0,1,0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,121.0,0.0,251.0,308.63144,539.94995,241.47841,130.0,7.972606521739131
1,0,0,0,0,4.0,1.0,4.0,1.0,1.0,4.0,5.0,6.0,92.0,125.0,330.5,643.83,421.0,754.2,60.0,17.918000000000003
0,0,0,1,0,-3.0,0.0,-1.0,1.0,3.0,3.0,1.0,1.0,112.0,125.0,112.0,201.0652,508.42322,460.0,20.0,8.734057777777778
1,0,1,1,1,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,142.0,65.0,236.3,68.0,441.1,632.0,10.0,8.406593406593407
0,1,1,1,1,4.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,24.0,4.0,68.0,123.90001000000001,304.0,82.0,45.0,5.24750025
0,0,1,0,0,-2.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,42.0,4.0,0.0,104.0,241.0,187.0,30.0,7.195121951219512
0,1,0,1,0,-2.0,-6.0,-2.0,0.0,0.0,3.0,1.0,0.0,40.0,87.0,102.70465,104.105644,315.03046,378.45697,35.0,6.328473488888887
1,0,1,1,1,4.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,36.0,22.0,12.0,0.0,131.58252,188.0,65.0,2.282608695652174
0,0,0,0,0,-2.0,-3.0,-3.0,0.0,1.0,2.0,3.0,0.0,36.0,49.0,138.0,0.0,355.0,499.0,85.0,5.956521739130435
1,0,0,0,0,-4.0,-3.0,3.0,1.0,2.0,2.0,3.0,2.0,64.0,92.0,66.8,35.0,228.2,802.0,55.0,13.084507042253522
1,0,0,1,0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,66.0,15.0,0.0,254.0,524.0,30.0,11.346153846153847
0,1,0,1,0,3.0,-1.0,-4.0,0.0,0.0,1.0,2.0,0.0,58.0,45.0,190.0,137.0,533.06665,203.42700000000002,115.0,5.208472972972973
